StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q.WhichPwdManager,Q.WhichPwdManager_17_TEXT,Q.WhichPwdManager_18_TEXT,Q.WhyNoPWManager,Q.WhyNoPWManager_2_TEXT,Q.Excluded.Gen,Q.Excluded.Gen_3_TEXT,Q.Duration,Q.LearnMore,QConsent,QConsent_6_TEXT,QConsent_11_TEXT,QConsent_12_TEXT,2.2_Id,2.2_Name,2.2_Size,2.2_Type,Q83_Id,Q83_Name,Q83_Size,Q83_Type,2.3,3.1.1,3.1.2,Q.Generating,Q.Generating_3_TEXT,3.3,4.1,4.2,4.3,4.3.1,4.3.2,4.3.2_5_TEXT,4.3.3,4.3.3_3_TEXT,4.4,4.4.1,4.4.2,4.4.2_5_TEXT,4.4.3,4.4.3_3_TEXT,Q44,Q44_3_TEXT,Q44_7_TEXT,Q45,Q45_9_TEXT,Q45_11_TEXT,Q46,Q47,Q-Nudge-Recall-Weak,Q-Nudge-Recall-Comp,5.2,5.3,5.3_4_TEXT,Q-bug-reports,PROLIFIC_PID,SurveyID,UserAgent,Referer,ResponseID,STUDY_ID,SESSION_ID,RandomNumber
3/15/2021 11:12,3/15/2021 11:13,IP Address,100,40,True,3/15/2021 11:13,R_vYO2vaoho5aRARP,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fa97d64c4c1e3132250f1d0,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_vYO2vaoho5aRARP,604f91775ce522555faac657,604fa387aa382234e2917cca,8636
3/15/2021 11:12,3/15/2021 11:13,IP Address,100,47,True,3/15/2021 11:13,R_1BV0O6JRUXGt3uI,anonymous,EN,0.9,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5da833bced9e880012a496b8,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",,R_1BV0O6JRUXGt3uI,604f91775ce522555faac657,604fa37dc51e9b19a923b9a4,5438
3/15/2021 11:11,3/15/2021 11:13,IP Address,100,133,True,3/15/2021 11:13,R_3NDTJgCTS3VUy61,anonymous,EN,0.9,Other Password Manager (please type the name below),,Eset smart security password manager ,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d455ef3f1d31800013cfc33,SV_42ZfIwSyVvAnQSW,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,,R_3NDTJgCTS3VUy61,604f91775ce522555faac657,604fa32fae03d197e7bf8712,11073
3/15/2021 11:12,3/15/2021 11:13,IP Address,100,51,True,3/15/2021 11:13,R_3feBxujodsFBQkp,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f6b7ace9e048f081fc39b54,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.72 Safari/537.36",,R_3feBxujodsFBQkp,604f91775ce522555faac657,604fa3587e2ea3e3a69c46ee,14245
3/15/2021 11:12,3/15/2021 11:13,IP Address,100,70,True,3/15/2021 11:13,R_3noRXVOPibP5yYN,anonymous,EN,1,I'm not using a password manager,,,"I worry that if malicious software compromises my devices my passwords may be compromised.,I don't trust the companies that make the browser I use, or third party password managers, with my passwords.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57b42710dc8f860001b97698,SV_42ZfIwSyVvAnQSW,Mozilla/5.0 (Android 10; Mobile; rv:85.0) Gecko/85.0 Firefox/85.0,,R_3noRXVOPibP5yYN,604f91775ce522555faac657,604fa375c1d4658463e3277e,12385
3/15/2021 11:13,3/15/2021 11:13,IP Address,100,23,True,3/15/2021 11:13,R_4SCa0Ef5g080kJX,anonymous,EN,1,LastPass,,,,,,,Between 1 to 2 years,"Yes, I'll spend one more minute for a USD $0.25 bonus.","I am qualified and would like to participate, but I don't have time right now. Please contact me later.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ea5adf57c485242524ab5c7,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_4SCa0Ef5g080kJX,604f91775ce522555faac657,604fa3ae98d1d416f7d3a766,11712
3/15/2021 11:12,3/15/2021 11:13,IP Address,100,73,True,3/15/2021 11:13,R_3ExK2seEe6mN382,anonymous,EN,1,Other Password Manager (please type the name below),,Keepass2,,,Allow my password manager to create a random password for me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e7e223b3c00ce4ba54f7aea,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_3ExK2seEe6mN382,604f91775ce522555faac657,604fa38436333037a763652f,1944
3/15/2021 11:13,3/15/2021 11:13,IP Address,100,28,True,3/15/2021 11:13,R_1DnwX48G2WnDo20,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5efb94a33e540510eae9cb26,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_1DnwX48G2WnDo20,604f91775ce522555faac657,604fa3b249b613e70e07a70c,4255
3/15/2021 11:13,3/15/2021 11:13,IP Address,100,32,True,3/15/2021 11:13,R_DemjtyEGcDZ2aL7,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e9c72314d74180212aa31fe,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,R_DemjtyEGcDZ2aL7,604f91775ce522555faac657,604fa3b7fd5196df2e4661ed,13246
3/15/2021 11:13,3/15/2021 11:14,IP Address,100,53,True,3/15/2021 11:14,R_1Lbf6edhtmeov9v,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e5dcd26d196fd0ebd020397,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_1Lbf6edhtmeov9v,604f91775ce522555faac657,604fa3ad873555bf6ac3b444,12062
3/15/2021 11:13,3/15/2021 11:14,IP Address,100,31,True,3/15/2021 11:14,R_e5sZPMd0XhSkJi1,anonymous,EN,0.9,I'm not using a password manager,,,"I am concerned that other people may access the computer, tablet, phone, or other device on which my passwords are saved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e4d7cc649ce3604356ac4d5,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_e5sZPMd0XhSkJi1,604f91775ce522555faac657,604fa3cb8a859940eea54f87,8959
3/15/2021 11:13,3/15/2021 11:14,IP Address,100,33,True,3/15/2021 11:14,R_ZryReaamhh2T8MF,anonymous,EN,1,I'm not using a password manager,,,I worry that if malicious software compromises my devices my passwords may be compromised.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597889de37978a00016b3664,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36 Edg/88.0.705.81",,R_ZryReaamhh2T8MF,604f91775ce522555faac657,604fa3c336333037a7636531,1984
3/15/2021 11:13,3/15/2021 11:14,IP Address,100,27,True,3/15/2021 11:14,R_3h9GKzw1MeAVFBe,anonymous,EN,1,I'm not using a password manager,,,"I don't trust the companies that make the browser I use, or third party password managers, with my passwords.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f03544f0207bf5301980228,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_3h9GKzw1MeAVFBe,604f91775ce522555faac657,604fa3d1a6a8bf6b55f2f97f,12321
3/15/2021 11:13,3/15/2021 11:14,IP Address,100,66,True,3/15/2021 11:14,R_bIX7iOAklKWncZj,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e8337ef231fd804d94614cb,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_bIX7iOAklKWncZj,604f91775ce522555faac657,604fa3ad0d0b80d12fcf1f42,3030
3/15/2021 11:12,3/15/2021 11:14,IP Address,100,93,True,3/15/2021 11:14,R_1gziY0R1B9QhaBo,anonymous,EN,1,The Password Manager Built into Mozilla's Firefox Browser,,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d57d5d948766d0001949b5d,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Linux; Android 8.0.0; ASUS_X00RD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",,R_1gziY0R1B9QhaBo,604f91775ce522555faac657,604fa37959e925c6e9daafc9,8944
3/15/2021 11:14,3/15/2021 11:14,IP Address,100,33,True,3/15/2021 11:14,R_2BwVlVhqog8ke9L,anonymous,EN,1,Bitwarden (Free Edition),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e7e0f45244ff3041e644b89,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_2BwVlVhqog8ke9L,604f91775ce522555faac657,604fa3e3317ab1931b38efe3,1417
3/15/2021 11:14,3/15/2021 11:15,IP Address,100,33,True,3/15/2021 11:15,R_1lm1j1GqylPsWHA,anonymous,EN,1,I'm not using a password manager,,,"I am concerned that other people may access the computer, tablet, phone, or other device on which my passwords are saved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60039d5e0346c23d01f7b4e0,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.192 Safari/537.36 OPR/74.0.3911.218",,R_1lm1j1GqylPsWHA,604f91775ce522555faac657,604fa4005c3b10a411dcfc44,11991
3/15/2021 11:12,3/15/2021 11:15,IP Address,100,138,True,3/15/2021 11:15,R_2dQsW3w2VH6K5K2,anonymous,EN,0.9,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60424c7d710c890b3b9dc40b,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_2dQsW3w2VH6K5K2,604f91775ce522555faac657,604fa39aff847c931ac2d18d,8716
3/15/2021 11:15,3/15/2021 11:15,IP Address,100,21,True,3/15/2021 11:15,R_1EhSmXS1z3GWVtl,anonymous,EN,1,I'm not using a password manager,,,"I am concerned that other people may access the computer, tablet, phone, or other device on which my passwords are saved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fcd2e67eb76d7bedc6ff078,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_1EhSmXS1z3GWVtl,604f91775ce522555faac657,604fa43937b3cfd83500a265,3685
3/15/2021 11:15,3/15/2021 11:15,IP Address,100,45,True,3/15/2021 11:15,R_3qPRo9HdkB8Ch61,anonymous,EN,0.9,I'm not using a password manager,,,"I don't trust the companies that make the browser I use, or third party password managers, with my passwords.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fa9181519e103834e2cd875,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Safari/604.1",,R_3qPRo9HdkB8Ch61,604f91775ce522555faac657,604fa42a47bcff3f44152470,12898
3/15/2021 11:15,3/15/2021 11:16,IP Address,100,33,True,3/15/2021 11:16,R_1ghFo2cFBqLocjb,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cd409b8ab04960017af2686,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_1ghFo2cFBqLocjb,604f91775ce522555faac657,604fa43b2dbafdeb756c05d1,2170
3/15/2021 11:15,3/15/2021 11:16,IP Address,100,38,True,3/15/2021 11:16,R_pivlxYafooJmM8x,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600748a1b339b612f9da537f,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_pivlxYafooJmM8x,604f91775ce522555faac657,604fa43841c076d089f3900a,10842
3/15/2021 11:15,3/15/2021 11:16,IP Address,100,49,True,3/15/2021 11:16,R_3iJSH3gffShxBhq,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d9481c45f1d5d00163e7ef6,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",,R_3iJSH3gffShxBhq,604f91775ce522555faac657,604fa433378e3f990011894b,7951
3/15/2021 11:15,3/15/2021 11:16,IP Address,100,30,True,3/15/2021 11:16,R_2D1grdrqw0UUA2c,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f3db47b999c3a1cad47ddc6,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_2D1grdrqw0UUA2c,604f91775ce522555faac657,604fa4537b6d19897216bc47,12479
3/15/2021 11:13,3/15/2021 11:16,IP Address,100,198,True,3/15/2021 11:16,R_3eeJBNBVunX9K8A,anonymous,EN,0.9,Another Browser's Built-In Password Manager (please type the name below),Opera Browser,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fae9cb0444e590669418214,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36 OPR/74.0.3911.203",,R_3eeJBNBVunX9K8A,604f91775ce522555faac657,604fa3a5dcd0709752e0551e,6206
3/15/2021 11:15,3/15/2021 11:16,IP Address,100,34,True,3/15/2021 11:16,R_1JIXIzGmS96XQLh,anonymous,EN,1,I'm not using a password manager,,,I worry that if malicious software compromises my devices my passwords may be compromised.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d30d90c10762400172d1233,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_1JIXIzGmS96XQLh,604f91775ce522555faac657,604fa45060bd091795bfd4fb,8243
3/15/2021 11:15,3/15/2021 11:16,IP Address,100,30,True,3/15/2021 11:16,R_1Fb7iNYeRQnJjTn,anonymous,EN,1,"The Password Manager Built into Apple's Safari Browser, MacOS, and iOS (Apple's Keychain)",,,,,Allow my password manager to create a random password for me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df0c36dcd604d10886592a4,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_1Fb7iNYeRQnJjTn,604f91775ce522555faac657,604fa4566be628cba0c646ca,13440
3/15/2021 11:15,3/15/2021 11:16,IP Address,100,57,True,3/15/2021 11:16,R_2zvFnAzAOteXFQM,anonymous,EN,1,The Password Manager Built into Google's Chrome Browser (Google Password Manager),,,,,Create a password myself and let my password manager save it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6025b302acfd7c19f74459a2,SV_42ZfIwSyVvAnQSW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,R_2zvFnAzAOteXFQM,604f91775ce522555faac657,604fa43205ac66419aaeebd2,6170
